author_raw,author_parsed,needs_review,flag_reason
"Lindberg, Karl-Fredrik & Lindberg, Magnus","Lindberg, K. & Lindberg, M.",False,
"Lindberg, Karl-Fredrik (red)","Lindberg, K. (ed.)",False,editor
"Lindberg, Magnus","Lindberg, M.",False,
"Lindberg, Magnus & Seiler, Anton","Lindberg, M. & Seiler, A.",False,
"Lindberg, Maria","Lindberg, M.",False,
"Lindberg, Markus","Lindberg, M.",False,
"Lindberg, Marta","Lindberg, M.",False,
"Lindberg, Richard","Lindberg, R.",False,
"Lindberg, Rickard","Lindberg, R.",False,
"Lindberg, Rickard & Lundberg, Anders","Lindberg, R. & Lundberg, A.",False,
"Lindberg, Sofia","Lindberg, S.",False,
"Lindberg, Sofia & Schmidt Sabo, Katalin (red)","Lindberg, S. & Schmidt Sabo, K. (ed.)",False,editor
"Lindberg, Sofia & Stibéus, Magnus","Lindberg, S. & Stibéus, M.",False,
"Lindberg, Sofia m fl","Lindberg, S. et al.",False,et_al
"Lindberg, Tickard","Lindberg, T.",False,
Lindberg. Markus,"Lindberg, M.",False,no_comma
"Lindblom, Cecilia","Lindblom, C.",False,
"Lindblom, Cecilia & Dardel, Erik","Lindblom, C. & Dardel, E.",False,
"Lindblom, Cecilia & Sillén, Peter","Lindblom, C. & Sillén, P.",False,
"Lindeberg, Maria","Lindeberg, M.",False,
"Lindeberg, Marta","Lindeberg, M.",False,
"Lindeblad, K., Karlsson, P. & Nohrstedt, K.","Lindeblad, K., Karlsson, P. & Nohrstedt, K.",False,
"Lindeblad, Karin","Lindeblad, K.",False,
"Lindeblad, Karin & Nilsson, Per","Lindeblad, K. & Nilsson, P.",False,
"Lindeblad, Karin & Petersson, Maria","Lindeblad, K. & Petersson, M.",False,
"Lindell, Maria","Lindell, M.",False,
"Linderoth, Th .,Björk, T. & Wickberg, Y.","Linderoth, T., Björk, T. & Wickberg, Y.",False,
"Linderoth, Thomas","Linderoth, T.",False,
"Linderoth, Thomas & Eickberg, Ylva","Linderoth, T. & Eickberg, Y.",False,
"Lindgren, Britta","Lindgren, B.",False,
"Lindgren, Christina","Lindgren, C.",False,
"Lindgren, Christina & Hedman, Anders","Lindgren, C. & Hedman, A.",False,
"Lindgren, Åsa","Lindgren, Å.",False,
"Lindgren,Christina & Lindholm, Pehr","Lindgren, C. & Lindholm, P.",False,
"Lindgren-Hertz, Lena","Lindgren-Hertz, L.",False,
"Lindh, Barbro","Lindh, B.",False,
"Lindh, Maria","Lindh, M.",False,
"Lindholm, Kristina","Lindholm, K.",False,
"Lindholm, P & Schierbeck, A","Lindholm, P. & Schierbeck, A.",False,
"Lindholm, Pehr & Runesson, Henrik","Lindholm, P. & Runesson, H.",False,
"Lindkvist, Ann","Lindkvist, A.",False,
"Lindkvist, Ann & Svenman, Emelie","Lindkvist, A. & Svenman, E.",False,
"Lindkvist, Ann & Westin, Åsa","Lindkvist, A. & Westin, Å.",False,
"Lindman, G., Forenius, S., Andersson, D. & Grandin","Lindman, G., Forenius, S., Andersson, D. & Grandin",True,odd_tokens
"Lindman, Gundela","Lindman, G.",False,
"Lindman, Gundela & Stibéus, Magnus","Lindman, G. & Stibéus, M.",False,
"Lindman, Gundela & Streiffert, Jörgen","Lindman, G. & Streiffert, J.",False,
"Lindman, Gundela & Strömberg, Bo","Lindman, G. & Strömberg, B.",False,
"Lindman, Gundela & Ängeby, Gisela","Lindman, G. & Ängeby, G.",False,
"Lindman, Gundela m fl","Lindman, G. et al.",False,et_al
"Lindquist, Sven-Olof","Lindquist, S.",False,
"Lindqvist, Anna-Karin","Lindqvist, A.",False,
"Lindqvist, Anna-Karin & Eriksson, Lisette","Lindqvist, A. & Eriksson, L.",False,
"Lindqvist, Mats","Lindqvist, M.",False,
"Lindström, Jens","Lindström, J.",False,
"Lindström, Jonathan","Lindström, J.",False,
"Lindwall, Linda","Lindwall, L.",False,
"Ling, Johan & Ragnesten, Ulf","Ling, J. & Ragnesten, U.",False,
"Lingström, Maria","Lingström, M.",False,
"Ljung, J-Å, Strucke, Ulf & Vinberg, Ann","Ljung, J., Strucke, U. & Vinberg, A.",False,
"Ljung, J-Å., Kihlstedt, B., Lindgren, Christina","Ljung, J., Kihlstedt, B. & Lindgren, C.",False,
"Ljung, Jan-Åke","Ljung, J.",False,
"Ljung, Jan-Åke & Strucke, Ulf","Ljung, J. & Strucke, U.",False,
"Ljungdahl, E","Ljungdahl, E.",False,
"Ljungdahl, Ewa","Ljungdahl, E.",False,
"Ljungqvist, Henrik","Ljungqvist, H.",False,
"Ljunkvist, John (red)","Ljunkvist, J. (ed.)",False,editor
"Loeffler, David","Loeffler, D.",False,
"Lorentzon, Moa","Lorentzon, M.",False,
"Loretzon, Moa","Loretzon, M.",False,
"Loretzon, Moa &Jansson, Kristina","Loretzon, M. & Jansson, K.",False,
"Lorin, Olle","Lorin, O.",False,
"Lucas, Malin","Lucas, M.",False,
"Lucas, Malin & Lucas, Robin","Lucas, M. & Lucas, R.",False,
"Lucas, Robin","Lucas, R.",False,
"Luft, Magnus von Der & Nieminen, Johannes","von der Luft, M. & Nieminen, J.",False,particle
"Luft, Magnus von der","von der Luft, M.",False,particle
"Luft, Magnus von der & Hallberg, Patrik","von der Luft, M. & Hallberg, P.",False,particle
"Luft, Magnus von der & Hallberg, Petrik","von der Luft, M. & Hallberg, P.",False,particle
"Luft, Magnus von der & Ragnesten, Ulf","von der Luft, M. & Ragnesten, U.",False,particle
"Luft, Magnus von der & Swedberg, Stig","von der Luft, M. & Swedberg, S.",False,particle
"Lundberg, Anders","Lundberg, A.",False,
"Lundberg, Åsa","Lundberg, Å.",False,
"Lundberg, Åsa & Ylinen, Tarja","Lundberg, Å. & Ylinen, T.",False,
"Lundgren, Roger","Lundgren, R.",False,
"Lundholm, S., Wahlberg Traneskog, T. & Victor, H.","Lundholm, S., Wahlberg Traneskog, T. & Victor, H.",False,
"Lundholm, Sandra & Emilsson, Andreas","Lundholm, S. & Emilsson, A.",False,
"Lundholm, Sandra & Schultze, Hella","Lundholm, S. & Schultze, H.",False,
"Lundin, Ingela & Algotsson, Åsa","Lundin, I. & Algotsson, Å.",False,
"Lundin, Jon","Lundin, J.",False,
"Lundkvist, Sebastian","Lundkvist, S.",False,
"Lundqvist, L., Olsson, L., & Strömberg, B.","Lundqvist, L., Olsson, L. & Strömberg, B.",False,
"Lundqvist, Lars","Lundqvist, L.",False,
"Lundqvist, Lars & Schaller Åhrberg, Eva","Lundqvist, L. & Schaller Åhrberg, E.",False,
"Lundström, Fredrik","Lundström, F.",False,
"Lundström, Fredrik & Lindeberg, Marta","Lundström, F. & Lindeberg, M.",False,
"Lundström, Inga & Theliander, Claes","Lundström, I. & Theliander, C.",False,
"Lundström, Sven","Lundström, S.",False,
Lundström; Fredrik,"Lundström, F.",False,no_comma
"Lyttkens, Sara","Lyttkens, S.",False,
"Låås, Josefin","Låås, J.",False,
"Låås, Josefine","Låås, J.",False,
"Lödgdqvist, Anna","Lödgdqvist, A.",False,
"Löfgren, Anders","Löfgren, A.",False,
"Löfstrand, Lars","Löfstrand, L.",False,
"Lögdqvist, Anna","Lögdqvist, A.",False,
"Lögdqvist, Anna & Sandberg, Fredrik","Lögdqvist, A. & Sandberg, F.",False,
"Lögdqvist, a., Sandberg, F. & Carlsson, E.","Lögdqvist, A., Sandberg, F. & Carlsson, E.",False,
"Lönn, Marianne","Lönn, M.",False,
"Lönn, Marianne & Lindman, Gundela","Lönn, M. & Lindman, G.",False,
"Lönn, Marianne & Ängeby, Gisela","Lönn, M. & Ängeby, G.",False,
"Lönn, marianne","Lönn, M.",False,
"Lövgren, Karin m fl","Lövgren, K. et al.",False,et_al
"Lööv, Lars Inge & Rahm, Annabell","Lööv, L. & Rahm, A.",False,
"Magnell, Ola m fl","Magnell, O. et al.",False,et_al
"Magnusson, Gert","Magnusson, G.",False,
"Magnusson, Gösta","Magnusson, G.",False,
"Magnusson, Mats","Magnusson, M.",False,
"Magnusson, Reidar","Magnusson, R.",False,
"Magnusson, Reidar & Carlsson, Tom","Magnusson, R. & Carlsson, T.",False,
"Magnusson, Reidar & Kihlstedt, Britta","Magnusson, R. & Kihlstedt, B.",False,
"Magnusson, Reidar & Ählström, Jan","Magnusson, R. & Ählström, J.",False,
"Malmberg, Elinor","Malmberg, E.",False,
"Manneke, Peter","Manneke, P.",False,
"Manneke, Peter & Pettersson, Ann-Mari","Manneke, P. & Pettersson, A.",False,
"Manneke, Peter & Swanström, Eric","Manneke, P. & Swanström, E.",False,
"Manneke, Peter & Wennersten, Monica","Manneke, P. & Wennersten, M.",False,
"Manneke, Peter & Zerpe, Leif","Manneke, P. & Zerpe, L.",False,
"Manneke,Peter","Manneke, P.",False,
"Marscher, Catharina","Marscher, C.",False,
"Martens, Jes","Martens, J.",False,
"Martén, Elisabeth","Martén, E.",False,
"Mathiesen, Tina & Gustafsson, Patrik","Mathiesen, T. & Gustafsson, P.",False,
"Mathilda, Kjällquist & Friman, Bo","Mathilda, K. & Friman, B.",False,
"Matsenius, Daniel & Nohrstedt, Matilda","Matsenius, D. & Nohrstedt, M.",False,
"Mattsson-Höglund, Peteer","Mattsson-Höglund, P.",False,
Maud Emanuelsson m fl,Maud Emanuelsson et al.,True,"et_al,no_comma"
"Mejsholm, Lotta","Mejsholm, L.",False,
"Melander, Jan","Melander, J.",False,
"Menander, Hanna","Menander, H.",False,
"Menander, Hanna & Arcini, Caroline","Menander, H. & Arcini, C.",False,
"Miaris Sundberg, Iohannes","Miaris Sundberg, I.",False,
"Modin, Monica","Modin, M.",False,
"Modén, Eva","Modén, E.",False,
"Modén, Eva & Feldt, Ann-Charlott","Modén, E. & Feldt, A.",False,
"Mogren, Mats Red.","Mogren, M. (ed.)",False,editor
"Molin, Anna","Molin, A.",False,
"Molin, Anna & Molin, Fredrik","Molin, A. & Molin, F.",False,
"Molin, Fredrik","Molin, F.",False,
"Molin, Fredrik & Mólin, Anna","Molin, F. & Mólin, A.",False,
Molin; Fredrik,"Molin, F.",False,no_comma
"Morne, Pernilla & Åhman, Andreas","Morne, P. & Åhman, A.",False,
"Morner, Pernilla","Morner, P.",False,
"Mulk, Inga-Maria","Mulk, I.",False,
"Munkenberg, B_A., Rudh, S., Nordqvist, B. & Connel","Munkenberg, B_A., Rudh, S., Nordqvist, B. & Connel",True,odd_tokens
"Munkenberg, Betty Ann","Munkenberg, B.",False,
"Munkenberg, Betty-Ann","Munkenberg, B.",False,
"Munkenberg, Betty-Ann & Lonsson, Leif","Munkenberg, B. & Lonsson, L.",False,
"Munkenberg, Betty-Ann & Ullberg-Loh, Karin","Munkenberg, B. & Ullberg-Loh, K.",False,
"Munkenberg, Betty-Ann m fl","Munkenberg, B. et al.",False,et_al
Mutikaninen: Marja,"Mutikaninen, M.",False,no_comma
"Myhrman, Marie","Myhrman, M.",False,
"Myrdal-Runebjer, Eva","Myrdal-Runebjer, E.",False,
"Myrdal-Runebjer, Eva & Nilsson, Stefan","Myrdal-Runebjer, E. & Nilsson, S.",False,
"Månsson, Stefan & Pihl, Henrik","Månsson, S. & Pihl, H.",False,
"Mårtensson, Jessica","Mårtensson, J.",False,
"Mörner Åhman, Pernilla","Mörner Åhman, P.",False,
"Mörner, Pernilla","Mörner, P.",False,
"Nagmér, Robert B","Nagmér, R.",False,
"Nannmark, Ester & Nieminen, Johannes","Nannmark, E. & Nieminen, J.",False,
"Nathansson, Calle","Nathansson, C.",False,
"Neander, Karin","Neander, K.",False,
"Neander, Karin & Granath-Zillén, Gunilla","Neander, K. & Granath-Zillén, G.",False,
"Nelson, Mats","Nelson, M.",False,
"Nicklasson, Påvel","Nicklasson, P.",False,
Nicklasson. Påvel,"Nicklasson, P.",False,no_comma
"Nielsen, Ann-Lili","Nielsen, A.",False,
"Nielsen, Ann-Lili & Lindeblad, Karin","Nielsen, A. & Lindeblad, K.",False,
"Nieminen, Johannes","Nieminen, J.",False,
"Nieminen, Johannes & Munkenberg, Betty-Ann","Nieminen, J. & Munkenberg, B.",False,
"Nieminen, Johannes m fl","Nieminen, J. et al.",False,et_al
"Nilsson, Anders","Nilsson, A.",False,
"Nilsson, Anders & Sander, Birgitta","Nilsson, A. & Sander, B.",False,
"Nilsson, Andreas","Nilsson, A.",False,
"Nilsson, Anette","Nilsson, A.",False,
"Nilsson, Anette & Andersson, Eva","Nilsson, A. & Andersson, E.",False,
"Nilsson, Ann-Christin","Nilsson, A.",False,
"Nilsson, Catharina","Nilsson, C.",False,
"Nilsson, Håkan","Nilsson, H.",False,
"Nilsson, Leif","Nilsson, L.",False,
"Nilsson, Madeleine","Nilsson, M.",False,
"Nilsson, Madelieine","Nilsson, M.",False,
"Nilsson, Maj-Lis (red)","Nilsson, M. (ed.)",False,editor
"Nilsson, Mats","Nilsson, M.",False,
"Nilsson, Nicholas","Nilsson, N.",False,
"Nilsson, Nicholas & Andersson, Liselott","Nilsson, N. & Andersson, L.",False,
"Nilsson, Nicholas & Pettersson, Björn","Nilsson, N. & Pettersson, B.",False,
"Nilsson, Nicholas & Ring, Cecilia","Nilsson, N. & Ring, C.",False,
"Nilsson, Nicholas m fl","Nilsson, N. et al.",False,et_al
"Nilsson, Per","Nilsson, P.",False,
"Nilsson, Ylva","Nilsson, Y.",False,
"Nilsson, maj-Lis & Jacobsson, Bengt","Nilsson, M. & Jacobsson, B.",False,
"Nockert, Margareta","Nockert, M.",False,
"Norberg, Erik","Norberg, E.",False,
"Norberg, Lars","Norberg, L.",False,
"Norberg, Lars & Pettersson, Björn","Norberg, L. & Pettersson, B.",False,
"Nord, Jenny & Sarnäs Anette","Nord, Jenny & Sarnäs Anette",True,odd_tokens
"Nordberg, Andreas","Nordberg, A.",False,
"Nordberg, Andreas & Seiler, Anton","Nordberg, A. & Seiler, A.",False,
"Norderäng, Johan","Norderäng, J.",False,
"Norderäng, Johan & Widerström, Per","Norderäng, J. & Widerström, P.",False,
"Nordgren, B., Myrdal-Runebjer, M., & Streiffert, J","Nordgren, B., Myrdal-Runebjer, M. & Streiffert, J.",False,
"Nordin, Ann-Catrin","Nordin, A.",False,
"Nordin, Ann-Catrin & Sandberg, Fredrik","Nordin, A. & Sandberg, F.",False,
"Nordin, Mikael","Nordin, M.",False,
"Nordin, Petra","Nordin, P.",False,
"Nordin, Petra m fl","Nordin, P. et al.",False,et_al
"Nordman, Ann-Marie","Nordman, A.",False,
"Nordqvist, B m fl","Nordqvist, B. et al.",False,et_al
"Nordqvist, Bengt","Nordqvist, B.",False,
"Nordqvist, Bengt & Algotsson, Åsa","Nordqvist, B. & Algotsson, Å.",False,
"Nordqvist, Bengt & Streiffert, Jörgen","Nordqvist, B. & Streiffert, J.",False,
"Nordqvist, Bengt & Ängeby, Gisela","Nordqvist, B. & Ängeby, G.",False,
"Nordqvist, Bengt, Jonsson, Leif","Nordqvist, B. & Jonsson, L.",False,
"Nordström, Annika","Nordström, A.",False,
"Nordström, Annika & Lindeblad, Karin (red.)","Nordström, A. & Lindeblad, K. (ed.)",False,editor
"Nordström, Annika & Westin, Åsa","Nordström, A. & Westin, Å.",False,
"Nordström, Karin","Nordström, K.",False,
"Nordström, Karin & Skanser, Lisa","Nordström, K. & Skanser, L.",False,
"Nordström, Mikael","Nordström, M.",False,
"Nordström, Mikael & Rönnby, Johan","Nordström, M. & Rönnby, J.",False,
Nordström. Mikael,"Nordström, M.",False,no_comma
"Nordvall, Linn","Nordvall, L.",False,
"Nordvall, Linn (red)","Nordvall, L. (ed.)",False,editor
"Norrgren, Hampus","Norrgren, H.",False,
"Norrman, J & Robertsson-Åkerlund, A","Norrman, J. & Robertsson-Åkerlund, A.",False,
"Norrman, Jan","Norrman, J.",False,
"Norrman, Maria","Norrman, M.",False,
"Norén, Anders","Norén, A.",False,
"Nyberg, Petter","Nyberg, P.",False,
"Nyberg, Petter & Lundgren, Ro2016ger","Nyberg, P. & Lundgren, R.",True,digits
"Nyberg, Petter & Lundgren, Roger","Nyberg, P. & Lundgren, R.",False,
"Nyberg, Petter & Nilsson, Per","Nyberg, P. & Nilsson, P.",False,
"Nyberg, Petter & Rosendahl, Anders","Nyberg, P. & Rosendahl, A.",False,
"Nydolf, Nils-Gustaf","Nydolf, N.",False,
"Nygren Wåhlin, Erik","Nygren Wåhlin, E.",False,
"Nykvist, Pia & Eriksson, Mårten","Nykvist, P. & Eriksson, M.",False,
"Nylén, Alexandra","Nylén, A.",False,
"Nylén, Alexandra & Brynielsson, Maria","Nylén, A. & Brynielsson, M.",False,
"Nylén, Alexandra & Söderberg, Bengt","Nylén, A. & Söderberg, B.",False,
"Ohlsson, Rasmus & Ramström, Annica","Ohlsson, R. & Ramström, A.",False,
"Ohlsson, Therese","Ohlsson, T.",False,
"Ohlsén, Marie","Ohlsén, M.",False,
"Ohlsén, Marie & Feldt, Ann-Charlott","Ohlsén, M. & Feldt, A.",False,
"Olausson, Anders & Johansson, Matthias","Olausson, A. & Johansson, M.",False,
"Olausson, Michael","Olausson, M.",False,
"Olausson, Michael & Granath Zillén, Gunilla","Olausson, M. & Granath Zillén, G.",False,
"Olausson, Michael & Åqvist, Cecilia","Olausson, M. & Åqvist, C.",False,
"Olin, Per","Olin, P.",False,
"Olofsson, Anders","Olofsson, A.",False,
"Olson, Tina, m fl","Olson, T. et al.",False,et_al
"Olsson, Andreas","Olsson, A.",False,
"Olsson, E., Granath Zillém, G. & Mohr, A.","Olsson, E., Granath Zillém, G. & Mohr, A.",False,
"Olsson, Eva","Olsson, E.",False,
"Olsson, Hans","Olsson, H.",False,
"Olsson, Ingrid","Olsson, I.",False,
"Olsson, Karin","Olsson, K.",False,
"Olsson, L., Swedberg, s. & Östlund, A","Olsson, L., Swedberg, S. & Östlund, A.",False,
"Olsson, Lillemor & Karlsson Ödlund, Fredrika","Olsson, L. & Karlsson Ödlund, F.",False,
"Olsson, Lillemor & Swedberg, Stig","Olsson, L. & Swedberg, S.",False,
"Olsson, Louise","Olsson, L.",False,
"Olsson, M., Ingwald, J. & Paulsson-Holmberg, T.","Olsson, M., Ingwald, J. & Paulsson-Holmberg, T.",False,
"Olsson, M., Knarrström, B., & Mattisson, A","Olsson, M., Knarrström, B. & Mattisson, A.",False,
"Olsson, Maria","Olsson, M.",False,
"Olsson, Mona","Olsson, M.",False,
"Olsson, Robin","Olsson, R.",False,
"Omfors, Tina & Streiffert, Jörgen","Omfors, T. & Streiffert, J.",False,
"Onsten-Molander, Anna","Onsten-Molander, A.",False,
"Onsten-Molander, Anna & Jonsson, Kristina","Onsten-Molander, A. & Jonsson, K.",False,
"Onsten-Molander, Anna & Wikborg, Jonas","Onsten-Molander, A. & Wikborg, J.",False,
"Onsten.Molander & Wikborg, Anders","Onsten.Molander & Wikborg, Anders",True,odd_tokens
"Ortman, Oscar","Ortman, O.",False,
"Ortman, Oscar & Petersson, Håkan","Ortman, O. & Petersson, H.",False,
"Oskarsson, Björn","Oskarsson, B.",False,
"Oskarsson, Björn & Vikstrand, Per","Oskarsson, B. & Vikstrand, P.",False,
"Ottander, Jan","Ottander, J.",False,
"Ottander, Jan & Gustafsson, Agneta","Ottander, J. & Gustafsson, A.",False,
"Pagoldh, Monica","Pagoldh, M.",False,
"Pagoldh, Monika","Pagoldh, M.",False,
"Pajusi, Arvo","Pajusi, A.",False,
"Pajusi, Arwo","Pajusi, A.",False,
"Pal,. Veronica & Schulze, Hella","Pal, V. & Schulze, H.",False,
"Palm, Veronica","Palm, V.",False,
"Palmbo, Frida","Palmbo, F.",False,
"Palmbo, Frida & Bennerhag, Carina","Palmbo, F. & Bennerhag, C.",False,
"Palmbo, Frida & bennerhag, Carina","Palmbo, F. & bennerhag, C.",False,
"Palmbo, Frida & Östlund, Olof","Palmbo, F. & Östlund, O.",False,
"Papmehl-Dufay, Ludvig","Papmehl-Dufay, L.",False,
"Per Nilsson P., Rajala, E. & Westergren, E.","Per Nilsson P., Rajala, E. & Westergren, E",True,odd_tokens
"Perneby, Åsa","Perneby, Å.",False,
"Persson, Boje","Persson, B.",False,
"Persson, Carl","Persson, C.",False,
"Persson, Carl & Henriksson, Mikael","Persson, C. & Henriksson, M.",False,
"Persson, Carl & Wennerlund, Jessica","Persson, C. & Wennerlund, J.",False,
"Persson, Carl m fl","Persson, C. et al.",False,et_al
"Persson, Hans","Persson, H.",False,
"Persson, Hans E","Persson, H.",False,
"Persson, Kristina & Schaller Åhrberg, Eva","Persson, K. & Schaller Åhrberg, E.",False,
"Persson, Lars-Erik & Frejd, Joakim","Persson, L. & Frejd, J.",False,
"Persson, Maria m fl","Persson, M. et al.",False,et_al
"Peterson, Håkan","Peterson, H.",False,
"Peterson, Johan","Peterson, J.",False,
"Peterson, Johan & Eboskog, Mikael","Peterson, J. & Eboskog, M.",False,
"Peterson, Johan & Enqvist, Delia Ni Chiobhàin","Peterson, J. & Enqvist, D.",False,
"Peterson, Magnus","Peterson, M.",False,
"Petersson, Annika","Petersson, A.",False,
"Petersson, Bodil","Petersson, B.",False,
"Petersson, Bodil & Hägermna, Britt-Marie","Petersson, B. & Hägermna, B.",False,
"Petersson, Håkan","Petersson, H.",False,
"Petersson, Håkan & Hernek, Robert","Petersson, H. & Hernek, R.",False,
"Petersson, Håkan & Lönn, Marianne","Petersson, H. & Lönn, M.",False,
"Petersson, Håkan Pettersson& Munkenberg, Betty-Ann","Petersson, H. & Munkenberg, B.",False,
"Petersson, Johan","Petersson, J.",False,
"Petersson, Magnus","Petersson, M.",False,
"Petersson, Magnus & Alexandersson, Kenneth","Petersson, M. & Alexandersson, K.",False,
"Petersson, Magnus & Schulze, Hella","Petersson, M. & Schulze, H.",False,
"Petersson, Magnus m fl","Petersson, M. et al.",False,et_al
"Petersson, Maria","Petersson, M.",False,
"Petersson, Maria & Zetterlund, Peter","Petersson, M. & Zetterlund, P.",False,
"Petersson, Maria m fl","Petersson, M. et al.",False,et_al
"Petré, Bo","Petré, B.",False,
"Pettersson, Ann-Marie","Pettersson, A.",False,
"Pettersson, Björn","Pettersson, B.",False,
"Pettersson, C., Larsson, F. G. & Ohlsson, T","Pettersson, C., Larsson, F. & Ohlsson, T.",False,
"Pettersson, Claes","Pettersson, C.",False,
"Pettersson, Claes & Johansson, Erik","Pettersson, C. & Johansson, E.",False,
"Pettersson, Claes & Larsson, Fredrik","Pettersson, C. & Larsson, F.",False,
"Pettersson, Claes & Ödeén, Anna","Pettersson, C. & Ödeén, A.",False,
"Pettersson, Claes B","Pettersson, C.",False,
"Pettersson, Claes B.","Pettersson, C.",False,
"Pettersson, Elisabet","Pettersson, E.",False,
"Pettersson, Elisabet & Sundin, Lena","Pettersson, E. & Sundin, L.",False,
"Pettersson, Elisabet (red)","Pettersson, E. (ed.)",False,editor
"Pettersson, Karin","Pettersson, K.",False,
"Pettersson, Karin & Rosborg, Britta","Pettersson, K. & Rosborg, B.",False,
"Pettersson, Mattias & Wikell, Roger","Pettersson, M. & Wikell, R.",False,
"Pettersson, O., Knabe, E. & Karlenby, L.","Pettersson, O., Knabe, E. & Karlenby, L.",False,
"Pettersson, Olof","Pettersson, O.",False,
"Pettersson, S., Svenssopn, E & Nilsson, s","Pettersson, S., Svenssopn, E. & Nilsson, S.",False,
"Pettersson, Susanne","Pettersson, S.",False,
"Pettersson, Susanne & Svensson, Eva","Pettersson, S. & Svensson, E.",False,
"Pettersson, Susanne Luft, Magnus von der","Pettersson, Susanne Luft, Magnus von der",True,"odd_tokens,particle"
"Pettersson-Jensen, Ing-Marie","Pettersson-Jensen, I.",False,
"Petterssson, Olof","Petterssson, O.",False,
"Plura, Carina Bramstång","Plura, C.",False,
"Pontén, Jacob & Rubensson, Leif","Pontén, J. & Rubensson, L.",False,
"Prata, Sofia","Prata, S.",False,
"Prata, Sofia & Celin, Ulf","Prata, S. & Celin, U.",False,
"Price, Niel & Rudin, Gun-Britt","Price, N. & Rudin, G.",False,
Protokoll,Protokoll,True,no_comma
"Pye, Jonathan","Pye, J.",False,
"Qviström, L., Dutra Leivas, I. & Svensson, J.","Qviström, L., Dutra Leivas, I. & Svensson, J.",False,
"Qviström, L., Nordin, J.M. & Zachrisson, T","Qviström, L., Nordin, J. & Zachrisson, T.",False,
"Qviström, Linda","Qviström, L.",False,
Radiocarbon/protokoll,Radiocarbon/protokoll,True,no_comma
"Ragnesten, Ulf","Ragnesten, U.",False,
"Ragnesten, Ulf & Kegel, Karolina","Ragnesten, U. & Kegel, K.",False,
"Rahm, Annabell","Rahm, A.",False,
"Ramqvist, Per H","Ramqvist, P.",False,
"Ramström, Annica","Ramström, A.",False,
"Ramström, Annica & Strengbom, Erica","Ramström, A. & Strengbom, E.",False,
"Ramström, Annika","Ramström, A.",False,
Ramström. Annika,"Ramström, A.",False,no_comma
"Rathje, Lillian","Rathje, L.",False,
"Renck, Anna Maria","Renck, A.",False,
"Renck, Anna Maria & Vinberg, Ann","Renck, A. & Vinberg, A.",False,
"Renzhog, Sten","Renzhog, S.",False,
"Rex Svensson, Karin","Rex Svensson, K.",False,
"Rex, Karin","Rex, K.",False,
"Richardson, Johan","Richardson, J.",False,
"Richardsson, Johan","Richardsson, J.",False,
"Richarson, Johan","Richarson, J.",False,
"Richarson, Johan & Larsson, Ellinor","Richarson, J. & Larsson, E.",False,
"Ring, Ceciila m fl","Ring, C. et al.",False,et_al
"Ring, Cecilia","Ring, C.",False,
"Ringqvist, Per-Olof","Ringqvist, P.",False,
"Ringqvist, Per-Olof & Tesch, Sten","Ringqvist, P. & Tesch, S.",False,
"Robertsson-Åkerlund, Agneta","Robertsson-Åkerlund, A.",False,
"Rolöf, Magnus","Rolöf, M.",False,
"Rolöf, Magnus & Åberg, Joakim","Rolöf, M. & Åberg, J.",False,
"Rolöf, Magnus & Österström, Katarina","Rolöf, M. & Österström, K.",False,
"Romedahl, Helén","Romedahl, H.",False,
"Romedahl, Helén & Karlsson, Emma","Romedahl, H. & Karlsson, E.",False,
"Ros, J., Alexander, D & Harrysson, I","Ros, J., Alexander, D. & Harrysson, I.",False,
"Ros, Johan","Ros, J.",False,
"Ros, Jonas","Ros, J.",False,
"Ros, Jonas m fl","Ros, J. et al.",False,et_al
"Ros, Jonas, Nelson, Mats & Alexander, Duncan","Ros, J., Nelson, M. & Alexander, D.",False,
"Rosberg, Anette","Rosberg, A.",False,
"Rosberg, Anette & Lindhé, Eva","Rosberg, A. & Lindhé, E.",False,
"Rosberg, Anette & Sarnäs, Per","Rosberg, A. & Sarnäs, P.",False,
"Rosborg, Britta","Rosborg, B.",False,
"Rosendahl, Linda","Rosendahl, L.",False,
"Roslund-Forenius, Ylva","Roslund-Forenius, Y.",False,
"Rostoványi, V., A., & Hydén, S.","Rostoványi, V., A., & Hydén, S",True,odd_tokens
"Rosén, Christina","Rosén, C.",False,
"Rosén, Christina & Streiffert, Jörgen","Rosén, C. & Streiffert, J.",False,
"Rosén, Christina & Öbrink, Mattias","Rosén, C. & Öbrink, M.",False,
"Rubensson, Leif","Rubensson, L.",False,
"Rubensson, Leif, Gostafsson, Malin & Olsson, Robin","Rubensson, L., Gostafsson, M. & Olsson, R.",False,
"Rudd, Petra","Rudd, P.",False,
"Rudd, Petra & Sandin, Mats","Rudd, P. & Sandin, M.",False,
"Rudebeck, Elisabeth","Rudebeck, E.",False,
"Rudebeck, Elisabeth & Ödman, Chatarina","Rudebeck, E. & Ödman, C.",False,
"Rudh, Simon","Rudh, S.",False,
"Rudh, Simon & Elfstrand, Bengt","Rudh, S. & Elfstrand, B.",False,
"Rudin, Gun-Britt & Brink, Christian","Rudin, G. & Brink, C.",False,
"Runcic, Janis (red)","Runcic, J. (ed.)",False,editor
"Runcis, Janis","Runcis, J.",False,
"Runder, Johan","Runder, J.",False,
"Rundkvist, M., Linqvist, Ch & Thorsberg, K","Rundkvist, M., Linqvist, C. & Thorsberg, K.",False,
