manual_species,count,match_level,sead_common_name,sead_species_name,kingdom,gbif_usage_key,gbif_canonical_name,gbif_rank,gbif_match_type,gbif_confidence,gbif_url,species_split_english,contributing_species_split,latin_text,ambiguous_genus_candidates,gbif_source,gbif_genus,gbif_family,gbif_order,gbif_kingdom,gbif_candidate,resolved_order,resolved_order_is_new,resolved_family,resolved_family_is_new,resolved_genus,resolved_genus_id,resolved_genus_is_new,resolved_species,resolved_scientific_name,taxon_id,taxon_id_is_new,matched_existing_taxon,blocked_by_existing_author_id,common_name_id,common_name_id_is_new,common_name_text,common_name_language,taxonomy_changes_needed,needs_manual_review,review_reason
sik,1,animal (common name),sik,Coregonus lavaretus,Animalia,2351211.0,Coregonus lavaretus,SPECIES,EXACT,100.0,https://www.gbif.org/species/2351211,Bourget Whitefish,sik,sik,,carried-over (species_split_taxa_gbif_matches.csv),Coregonus,Salmonidae,Salmoniformes,Animalia,Coregonus lavaretus,Salmoniformes,True,Salmonidae,True,Coregonus,16778,True,lavaretus,Coregonus lavaretus,47084,True,False,False,4388,True,sik,2,new order 'Salmoniformes'; new family 'Salmonidae'; new genus 'Coregonus'; new taxon 'Coregonus lavaretus' (author_id NULL); new Swedish common name 'sik',False,
rosoideae,1,,,,,,,,,,,,rosoideae,rosoideae,,,,,,,,,False,,False,,,False,,,,False,False,False,,False,,,,True,no GBIF or SEAD match at any rank
rosväxt,1,,,,,,,,,,,,rosväxt,rosväxt,,,,,,,,,False,,False,,,False,,,,False,False,False,,False,,,,True,no GBIF or SEAD match at any rank
skogskornell,1,species (common name),skogskornell,Cornus sanguinea,Plantae,3082234.0,Cornus sanguinea,SPECIES,EXACT,99.0,https://www.gbif.org/species/3082234,Bloodtwig dogwood,skogskornell,skogskornell,,carried-over (species_split_taxa_gbif_matches.csv),Cornus,Cornaceae,Cornales,Plantae,Cornus sanguinea,Cornales,False,Cornaceae,False,Cornus,430,False,sanguinea,Cornus sanguinea,47085,True,False,True,4389,True,skogskornell,2,"new taxon 'Cornus sanguinea' (author_id NULL) (existing match is author-attributed, so a fresh one was needed); new Swedish common name 'skogskornell'",False,
småsnärja,1,gbif only (no prior SEAD anchor),,,Chromista,160001692,Scytosiphon lomentaria,SPECIES,VERNACULAR,,,,småsnärja,småsnärja,,species/search (vernacular),Scytosiphon,Scytosiphonaceae,Ectocarpales,Chromista,,Ectocarpales,True,Scytosiphonaceae,True,Scytosiphon,16779,True,indet.,Scytosiphon indet.,47086,True,False,False,4390,True,småsnärja,2,new order 'Ectocarpales'; new family 'Scytosiphonaceae'; new genus 'Scytosiphon'; new taxon 'Scytosiphon indet.' (author_id NULL); new Swedish common name 'småsnärja',True,weak GBIF match (VERNACULAR)
skräppa,1,genus (suffix-inferred),,,Plantae,2888942.0,Rumex,GENUS,EXACT,96.0,https://www.gbif.org/species/2888942,Dock,skräppa,skräppa,,carried-over (species_split_taxa_gbif_matches.csv),Rumex,Polygonaceae,Caryophyllales,Plantae,Rumex,Caryophyllales,False,Polygonaceae,False,Rumex,897,False,sp.,Rumex sp.,39600,False,True,False,4391,True,skräppa,2,new Swedish common name 'skräppa',False,
smörblomma,1,species (common name),smörblomma,Ranunculus acris ssp acris,Plantae,7277719.0,Ranunculus acris acris,SUBSPECIES,EXACT,100.0,https://www.gbif.org/species/7277719,tall buttercup,smörblomma,smörblomma,,carried-over (species_split_taxa_gbif_matches.csv),Ranunculus,Ranunculaceae,Ranunculales,Plantae,Ranunculus acris ssp acris,Ranunculales,False,Ranunculaceae,False,Ranunculus,929,False,acris ssp acris,Ranunculus acris ssp acris,4481,False,True,False,3413,False,smörblomma,2,,False,
räv,1,animal (common name),räv,Vulpes vulpes,Animalia,5219243.0,Vulpes vulpes,SPECIES,EXACT,100.0,https://www.gbif.org/species/5219243,American Cross Fox,räv,räv,,carried-over (species_split_taxa_gbif_matches.csv),Vulpes,Canidae,Carnivora,Animalia,Vulpes vulpes,Carnivora,True,Canidae,True,Vulpes,16780,True,vulpes,Vulpes vulpes,47087,True,False,False,4392,True,räv,2,new order 'Carnivora'; new family 'Canidae'; new genus 'Vulpes'; new taxon 'Vulpes vulpes' (author_id NULL); new Swedish common name 'räv',False,
tibast,1,species (common name),tibast,Daphne mezereum,Plantae,5420852.0,Daphne mezereum,SPECIES,EXACT,99.0,https://www.gbif.org/species/5420852,February Daphne,tibast,tibast,,carried-over (species_split_taxa_gbif_matches.csv),Daphne,Thymelaeaceae,Malvales,Plantae,Daphne mezereum,Malvales,False,Thymelaeaceae,False,Daphne,1050,False,mezereum,Daphne mezereum,47088,True,False,True,4393,True,tibast,2,"new taxon 'Daphne mezereum' (author_id NULL) (existing match is author-attributed, so a fresh one was needed); new Swedish common name 'tibast'",False,
syska,1,"genus (suffix, ambiguous)",,,,,,,,,,,syska,syska,"Ballota, Moluccella, Stachys",,,,,,,,False,,False,,,False,,,,False,False,False,,False,,,,True,"no GBIF or SEAD match at any rank; ambiguous genus suffix match, candidates: Ballota, Moluccella, Stachys"
triticum vulgare,1,genus (latin),,,Plantae,7541363,Triticum vulgare,SPECIES,EXACT,99,,,triticum vulgare,triticum vulgare,,species/match,Triticum,Poaceae,Poales,Plantae,triticum vulgare,Poales,False,Poaceae,False,Triticum,875,False,spp.,Triticum spp.,18240,False,True,False,,False,,,,True,no Swedish or English common name text available to attach
triticum spelta,1,species (latin),,Triticum spelta,Plantae,2706402,Triticum spelta,SPECIES,EXACT,100,,Spelt,triticum spelta,triticum spelta,,species/match,Triticum,Poaceae,Poales,Plantae,Triticum spelta,Poales,False,Poaceae,False,Triticum,875,False,spelta,Triticum spelta,18227,False,True,False,4394,True,Spelt,1,new English common name 'Spelt',False,
torsk,1,animal (common name),torsk,Gadus morhua,Animalia,8084280.0,Gadus morhua,SPECIES,EXACT,100.0,https://www.gbif.org/species/8084280,Atlantic Cod,torsk,torsk,,carried-over (species_split_taxa_gbif_matches.csv),Gadus,Gadidae,Gadiformes,Animalia,Gadus morhua,Gadiformes,True,Gadidae,True,Gadus,16781,True,morhua,Gadus morhua,47089,True,False,False,4395,True,torsk,2,new order 'Gadiformes'; new family 'Gadidae'; new genus 'Gadus'; new taxon 'Gadus morhua' (author_id NULL); new Swedish common name 'torsk',False,
ticka,1,genus (suffix-inferred),,,Plantae,5371771.0,Levisticum,GENUS,EXACT,96.0,https://www.gbif.org/species/5371771,Lovage,ticka,ticka,,carried-over (species_split_taxa_gbif_matches.csv),Levisticum,Apiaceae,Apiales,Plantae,Levisticum,Apiales,False,Apiaceae,False,Levisticum,66,False,indet.,Levisticum indet.,47090,True,False,False,4396,True,ticka,2,new taxon 'Levisticum indet.' (author_id NULL); new Swedish common name 'ticka',False,
triticum,1,genus (latin),,,Plantae,2706388.0,Triticum,GENUS,EXACT,96.0,https://www.gbif.org/species/2706388,Wheat,triticum,triticum,,carried-over (species_split_taxa_gbif_matches.csv),Triticum,Poaceae,Poales,Plantae,Triticum,Poales,False,Poaceae,False,Triticum,875,False,spp.,Triticum spp.,18240,False,True,False,4358,True,Wheat,1,new English common name 'Wheat',False,
triticum monococcum,1,species (latin),,Triticum monococcum,Plantae,7883427,Triticum monococcum,SPECIES,EXACT,100,,Einkorn,triticum monococcum,triticum monococcum,,species/match,Triticum,Poaceae,Poales,Plantae,Triticum monococcum,Poales,False,Poaceae,False,Triticum,875,False,monococcum,Triticum monococcum,18241,False,True,False,4397,True,Einkorn,1,new English common name 'Einkorn',False,
vattenklöver,1,species (common name),vattenklöver,Menyanthes trifoliata,Plantae,5341511.0,Menyanthes trifoliata,SPECIES,EXACT,100.0,https://www.gbif.org/species/5341511,Bog-bean,vattenklöver,vattenklöver,,carried-over (species_split_taxa_gbif_matches.csv),Menyanthes,Menyanthaceae,Asterales,Plantae,Menyanthes trifoliata,Asterales,False,Menyanthaceae,False,Menyanthes,685,False,trifoliata,Menyanthes trifoliata,47091,True,False,True,4398,True,vattenklöver,2,"new taxon 'Menyanthes trifoliata' (author_id NULL) (existing match is author-attributed, so a fresh one was needed); new Swedish common name 'vattenklöver'",False,
tuvull,1,species (common name),tuvull,Eriophorum vaginatum,Plantae,2730185.0,Eriophorum vaginatum,SPECIES,EXACT,99.0,https://www.gbif.org/species/2730185,Cottongrass,tuvull,tuvull,,carried-over (species_split_taxa_gbif_matches.csv),Eriophorum,Cyperaceae,Poales,Plantae,Eriophorum vaginatum,Poales,False,Cyperaceae,False,Eriophorum,458,False,vaginatum,Eriophorum vaginatum,47092,True,False,True,4399,True,tuvull,2,"new taxon 'Eriophorum vaginatum' (author_id NULL) (existing match is author-attributed, so a fresh one was needed); new Swedish common name 'tuvull'",False,
vattenstäkra,1,species (common name),vattenstäkra,Oenanthe aquatica,Plantae,5371888.0,Oenanthe aquatica,SPECIES,EXACT,99.0,https://www.gbif.org/species/5371888,Fine-Leaved Water-Dropwort,vattenstäkra,vattenstäkra,,carried-over (species_split_taxa_gbif_matches.csv),Oenanthe,Apiaceae,Apiales,Plantae,Oenanthe aquatica,Apiales,False,Apiaceae,False,Oenanthe,71,False,aquatica,Oenanthe aquatica,47093,True,False,True,4400,True,vattenstäkra,2,"new taxon 'Oenanthe aquatica' (author_id NULL) (existing match is author-attributed, so a fresh one was needed); new Swedish common name 'vattenstäkra'",False,
vial,1,genus (suffix-inferred),,,Plantae,10356062.0,Lathyrus,GENUS,EXACT,96.0,https://www.gbif.org/species/10356062,Pea,vial,vial,,carried-over (species_split_taxa_gbif_matches.csv),Lathyrus,Fabaceae,Fabales,Plantae,Lathyrus,Fabales,False,Fabaceae,False,Lathyrus,526,False,indet.,Lathyrus indet.,47094,True,False,False,4401,True,vial,2,new taxon 'Lathyrus indet.' (author_id NULL); new Swedish common name 'vial',False,
vinväxter,1,gbif only (no prior SEAD anchor),,,Plantae,160006746,Vitaceae,FAMILY,VERNACULAR,,,,vindruvskärna,vinväxter,,species/search (vernacular),,Vitaceae,Vitales,Plantae,,Vitales,True,Vitaceae,False,Vitaceae indet,16782,True,indet.,Vitaceae indet indet.,47095,True,False,False,4402,True,vinväxter,2,new order 'Vitales'; new genus 'Vitaceae indet'; new taxon 'Vitaceae indet indet.' (author_id NULL); new Swedish common name 'vinväxter',True,weak GBIF match (VERNACULAR)
åkerbinda,1,species (common name),åkerbinda,Fallopia convolvulus,Plantae,6391461.0,Fallopia convolvulus,SPECIES,EXACT,100.0,https://www.gbif.org/species/6391461,Black Bindweed,åkerbinda,åkerbinda,,carried-over (species_split_taxa_gbif_matches.csv),Fallopia,Polygonaceae,Caryophyllales,Plantae,Fallopia convolvulus,Caryophyllales,False,Polygonaceae,False,Fallopia,891,False,convolvulus,Fallopia convolvulus,18199,False,True,False,4403,True,åkerbinda,2,new Swedish common name 'åkerbinda',False,
åkerkrassling,1,,,,,,,,,,,,åkerkrassling,åkerkrassling,,,,,,,,,False,,False,,,False,,,,False,False,False,,False,,,,True,no GBIF or SEAD match at any rank
åkerpilört,1,species (common name),åkerpilört,Persicaria maculosa ssp maculosa,Plantae,7291447.0,Persicaria maculosa maculosa,VARIETY,EXACT,96.0,https://www.gbif.org/species/7291447,,åkerpilört,åkerpilört,,carried-over (species_split_taxa_gbif_matches.csv),Persicaria,Polygonaceae,Caryophyllales,Plantae,Persicaria maculosa ssp maculosa,Caryophyllales,False,Polygonaceae,False,Persicaria,894,False,maculosa ssp maculosa,Persicaria maculosa ssp maculosa,4217,False,True,False,3242,False,åkerpilört,2,,False,
